"price,""size"",""rooms"",""elevator"",""bathrooms"",""air_cond"",""balcony"",""terrace"",""income"",""longevity"",""higher_stud"",""foreign"",""hospital"",""subway"",""university"",""intercity_bus"",""local_bus "",""flood"""
324900,120,4,1,2,0,0,0,16.036,18.61908456,54.03011515,2.79,1.29693019709323,0.830689357015831,1.57811804393073,1.15115346931494,0.217272078708219,0.678909884189087
141900,64,2,0,1,0,0,0,19.721,18.53448276,62.71721959,11.78,1.17147666715927,1.33620224609863,0.208188043782901,2.01611223539787,0.548508666791125,0.386753478230583
380000,149,4,1,2,1,0,0,20.006,35.40169824,62.88888889,3.07,1.05976658435408,0.338521861612199,0.54054858858575,2.7606510570875,0.848009550789361,0.904856900521174
185000,62,2,1,1,1,0,0,18.113,12.39340534,56.55172414,6.25,1.75665452620715,1.43776271427854,0.981402581167942,1.85276223498116,0.301418948114466,0.796948439501175
155000,91,3,0,1,1,1,1,9.891,24.08759124,26.63551402,20.44,0.874001227445123,0.45064218630857,1.13465484196077,1.40081443601245,0.0720021620355891,0.771635799874322
290000,154,3,1,1,1,1,0,14.167,28.62823062,44.85458613,10.44,0.51729193560204,0.125713145897135,0.813120662074785,2.23814709109241,0.336281723430407,0.0577218373517998
159000,80,3,1,1,0,1,1,12.354,29.55390335,33.86537127,9.85,1.24706371551399,0.927766605609176,0.842392938890563,1.63708975900469,0.2045996557607,0.78378715245468
215000,61,1,1,1,0,1,1,18.714,26.25937835,64.33823529,5.57,0.654504904152869,0.132238186300942,0.0849343481980103,2.38186717886407,0.574560882421301,0.740118366871575
175000,65,2,1,1,1,1,0,18.389,25.56053812,60.56860321,11.66,1.42653284780187,0.962776689833793,0.409474688629497,1.85072181971365,0.0138792989057349,0.0669944269010982
159000,104,3,1,1,0,1,1,9.397,18.04170444,25.70828961,27.65,1.18633858830807,0.813814269778972,0.509827337588493,1.29753957877414,0.224917861062689,1.05238043853188
229000,108,3,1,1,1,1,1,15.285,26.179941,51.89768977,11.58,0.781609287254941,0.29300359187624,0.393541642090375,2.70026169492404,0.812926775602757,0.807697691484613
499000,173,6,1,2,1,1,1,18.474,29.37771346,60.96169519,9.7,0.849362779125171,0.289417448442555,0.183946173906335,2.92818442743251,0.494926146086529,0.449274806120009
590000,147,4,1,2,1,1,0,21.257,24.48340639,61.97183099,16.34,1.03329745208874,0.849212957672542,0.0775787000455149,2.29124476212501,0.191115809714989,0.179177680277898
175000,111,3,1,1,0,1,1,10.258,25.76950608,23.66220736,15.75,1.03830297324059,0.562794298906951,0.882130246659131,1.23403012030873,0.0778724081247431,0.515311749236953
560000,195,4,1,2,0,0,1,23.709,27.27727728,72.66272189,4.85,0.368930706171636,0.293091263003413,0.45332119307534,1.71938304969394,0.139599839276986,0.650411287157426
225000,82,2,1,1,1,1,0,14.449,15.53191489,55.77557756,17.3,0.567507180911028,0.801023898534339,0.064888849764903,1.97807452912847,0.243300830014821,0.95726803156679
97900,48,1,1,1,0,0,0,22.275,21.04909213,66.16314199,5.85,0.498548429039624,1.60562101238081,1.7245302999627,0.344776832274086,0.318629886885795,0.156670963850392
105000,82,3,0,1,0,0,0,9.224,19.93288591,22.47454973,22.75,1.11121100894414,0.441084131342804,0.928044875467486,1.12228132815583,0.058753018177481,0.54937354128183
165000,84,2,0,1,0,0,0,13.367,26.36484687,41.88679245,5.59,0.277240775379798,1.82611723232662,1.75823153563558,0.130209474881553,0.320497500380027,0.0232174745030113
